activity_date,activity_minute,metabolic_equivalents,calories,intensities,steps
2016-04-12,00:10:00,10.814814814814818,1.1424555580740738,0.037037037037037049,1.1481481481481484
2016-04-12,00:14:00,10.62962962962963,1.126591483814815,0.037037037037037049,0.0
2016-04-12,00:16:00,11.074074074074074,1.167302590888889,0.074074074074074084,0.074074074074074084
2016-04-12,00:17:00,11.259259259259261,1.1721155621851853,0.0740740740740741,0.40740740740740744
2016-04-12,00:25:00,11.296296296296298,1.1845507379259261,0.0740740740740741,0.962962962962963
2016-04-12,00:26:00,11.333333333333334,1.1828081475925929,0.07407407407407407,0.92592592592592593
2016-04-12,00:29:00,10.888888888888889,1.1465337012222223,0.037037037037037049,1.1851851851851856
2016-04-12,00:30:00,10.925925925925926,1.1980085241111111,0.037037037037037049,1.0
2016-04-12,00:31:00,10.518518518518519,1.1384214825555559,0.037037037037037049,0.66666666666666663
2016-04-12,00:34:00,10.962962962962964,1.1508111093333333,0.037037037037037049,1.5185185185185182
2016-04-12,00:35:00,10.814814814814818,1.1391592578148144,0.037037037037037049,1.0740740740740742
2016-04-12,00:36:00,10.592592592592593,1.1216814805185187,0.037037037037037049,0.29629629629629639
2016-04-12,00:37:00,10.851851851851857,1.1433507358888886,0.037037037037037049,0.96296296296296335
2016-04-12,00:38:00,10.740740740740742,1.1333333320370371,0.037037037037037049,0.81481481481481488
2016-04-12,00:39:00,10.66666666666667,1.1275074062962966,0.037037037037037049,0.62962962962962954
2016-04-12,00:40:00,10.814814814814818,1.1391592578148144,0.037037037037037049,0.96296296296296335
2016-04-12,00:41:00,10.66666666666667,1.1275074062962966,0.037037037037037049,0.59259259259259278
2016-04-12,00:45:00,10.62962962962963,1.1242840731851855,0.037037037037037049,0.29629629629629639
2016-04-12,00:47:00,10.703703703703702,1.1371518572222226,0.037037037037037049,0.37037037037037046
2016-04-12,00:48:00,10.888888888888889,1.1449851835555556,0.037037037037037049,1.2962962962962967
2016-04-12,00:49:00,11.481481481481486,1.1906637020000004,0.07407407407407407,1.5925925925925921
2016-04-12,00:50:00,10.740740740740742,1.1351570354814815,0.037037037037037049,0.62962962962962954
2016-04-12,00:51:00,10.62962962962963,1.1259385192962965,0.037037037037037049,0.37037037037037046
2016-04-12,00:52:00,10.518518518518521,1.115855554777778,0.037037037037037049,0.18518518518518523
2016-04-12,00:53:00,10.777777777777779,1.135935924703704,0.037037037037037049,0.77777777777777779
2016-04-12,00:55:00,10.66666666666667,1.1275074062962966,0.037037037037037049,0.66666666666666663
2016-04-12,00:58:00,10.62962962962963,1.1259385192962965,0.037037037037037049,0.40740740740740744
2016-04-12,01:01:00,11.555555555555557,1.2216118464074075,0.074074074074074084,1.8148148148148151
2016-04-12,01:02:00,10.62962962962963,1.1259385192962965,0.037037037037037049,0.33333333333333331
2016-04-12,01:03:00,11.481481481481486,1.1942296271481481,0.0740740740740741,1.2592592592592591
2016-04-12,01:04:00,10.814814814814815,1.143709630888889,0.037037037037037049,0.85185185185185219
2016-04-12,01:13:00,10.740740740740742,1.1718266651111113,0.037037037037037049,0.29629629629629639
2016-04-12,01:14:00,11.2962962962963,1.2003918511481482,0.074074074074074084,0.88888888888888884
2016-04-12,01:15:00,11.185185185185189,1.1897940746296298,0.074074074074074084,0.7407407407407407
2016-04-12,01:19:00,10.814814814814818,1.1391592578148144,0.037037037037037049,0.96296296296296335
2016-04-12,01:20:00,10.592592592592593,1.1248844442962966,0.037037037037037049,0.18518518518518523
2016-04-12,02:36:00,10.740740740740742,1.1333333320370371,0.037037037037037049,0.92592592592592582
2016-04-12,02:37:00,11.40740740740741,1.1956866648518523,0.0740740740740741,0.88888888888888884
2016-04-12,02:38:00,11.111111111111112,1.1701785171481485,0.0740740740740741,0.25925925925925936
2016-04-12,02:39:00,10.740740740740742,1.1333333320370371,0.037037037037037049,0.81481481481481488
2016-04-12,02:55:00,10.740740740740742,1.1333333320370371,0.037037037037037049,0.74074074074074092
2016-04-12,02:57:00,11.037037037037035,1.1607903662222221,0.037037037037037049,1.4444444444444438
2016-04-12,02:58:00,10.66666666666667,1.1275074062962966,0.037037037037037049,0.51851851851851871
2016-04-12,03:00:00,10.592592592592593,1.1243185180740742,0.037037037037037049,0.25925925925925936
2016-04-12,04:12:00,10.518518518518519,1.146391115851852,0.037037037037037049,0.29629629629629639
2016-04-12,04:16:00,10.518518518518521,1.1479777738148149,0.037037037037037049,0.1481481481481482
2016-04-12,05:11:00,10.555555555555557,1.1258229591481479,0.037037037037037049,0.22222222222222232
2016-04-12,05:12:00,10.592592592592593,1.127121483888889,0.037037037037037049,1.0
2016-04-12,05:13:00,10.555555555555557,1.1234862937037036,0.037037037037037049,0.22222222222222232
2016-04-12,05:14:00,10.518518518518521,1.1206155530000004,0.037037037037037049,0.33333333333333331
2016-04-12,05:15:00,10.518518518518521,1.1206155530000004,0.037037037037037049,0.29629629629629639
2016-04-12,05:16:00,10.518518518518521,1.1206155530000004,0.037037037037037049,0.29629629629629639
2016-04-12,05:18:00,10.518518518518521,1.1206155530000004,0.037037037037037049,0.0
2016-04-12,05:19:00,10.703703703703702,1.1377192604074078,0.037037037037037049,0.62962962962962976
2016-04-12,05:20:00,10.888888888888891,1.1531451808518516,0.037037037037037049,2.0
2016-04-12,05:21:00,10.518518518518521,1.1206155530000004,0.037037037037037049,0.18518518518518523
2016-04-12,05:23:00,10.518518518518521,1.1206155530000004,0.037037037037037049,0.22222222222222232
2016-04-12,05:26:00,11.370370370370368,1.2198311112962961,0.07407407407407407,1.7037037037037039
2016-04-12,05:27:00,11.148148148148149,1.196798148,0.07407407407407407,0.85185185185185219
2016-04-12,05:28:00,11.555555555555555,1.2363544371851851,0.07407407407407407,0.37037037037037041
2016-04-12,05:35:00,10.66666666666667,1.1336274059259264,0.037037037037037049,0.0
2016-04-12,05:37:00,10.518518518518521,1.1206155530000004,0.037037037037037049,0.0
2016-04-12,05:38:00,10.555555555555559,1.1257096308518519,0.037037037037037049,0.1481481481481482
2016-04-12,05:39:00,10.518518518518521,1.1206155530000004,0.037037037037037049,0.0
2016-04-12,05:40:00,10.66666666666667,1.1336274059259264,0.037037037037037049,0.33333333333333331
2016-04-12,05:41:00,11.037037037037036,1.1661570337407405,0.037037037037037049,1.0370370370370374
2016-04-12,05:42:00,10.592592592592593,1.127121483888889,0.037037037037037049,0.29629629629629639
2016-04-12,05:43:00,10.925925925925929,1.160363707296296,0.037037037037037049,1.0740740740740742
2016-04-12,05:44:00,10.888888888888891,1.1531451808518516,0.037037037037037049,1.2592592592592595
2016-04-12,05:48:00,10.518518518518521,1.1206155530000004,0.037037037037037049,0.0
2016-04-12,05:49:00,10.555555555555557,1.1234862937037036,0.037037037037037049,0.0
2016-04-12,05:51:00,10.555555555555557,1.1234862937037036,0.037037037037037049,0.0
2016-04-12,05:52:00,10.518518518518521,1.1206155530000004,0.037037037037037049,0.0
2016-04-12,05:55:00,10.518518518518521,1.1206155530000004,0.037037037037037049,0.0
2016-04-12,06:02:00,12.000000000000002,1.2764659215185186,0.1111111111111111,2.1851851851851856
2016-04-12,06:03:00,12.444444444444445,1.318187397925926,0.1111111111111111,2.925925925925926
2016-04-12,06:04:00,12.481481481481481,1.33789185462963,0.1111111111111111,3.0370370370370372
2016-04-12,06:05:00,12.148148148148149,1.3043207437777782,0.07407407407407407,2.6296296296296298
2016-04-12,06:06:00,11.148148148148149,1.1770762934074073,0.074074074074074084,0.5185185185185186
2016-04-12,06:07:00,11.62962962962963,1.2546177683333337,0.07407407407407407,1.8518518518518516
2016-04-12,06:09:00,12.666666666666668,1.361656286111111,0.14814814814814814,1.5185185185185184
2016-04-12,06:10:00,11.40740740740741,1.2410788845185186,0.0740740740740741,0.51851851851851871
2016-04-12,06:11:00,11.296296296296298,1.2278092481851854,0.0740740740740741,0.0
2016-04-12,06:12:00,11.25925925925926,1.206899261037037,0.07407407407407407,0.51851851851851871
2016-04-12,06:16:00,11.962962962962964,1.2757851812592593,0.11111111111111113,1.2592592592592591
2016-04-12,06:18:00,12.37037037037037,1.3462525981851852,0.07407407407407407,2.7777777777777777
2016-04-12,06:19:00,11.77777777777778,1.2737051888888891,0.07407407407407407,1.1481481481481479
2016-04-12,06:22:00,12.074074074074073,1.3422700012962963,0.1111111111111111,2.1111111111111107
2016-04-12,06:23:00,12.185185185185185,1.3561144427407408,0.1111111111111111,0.66666666666666652
2016-04-12,06:24:00,13.074074074074073,1.4752248062222222,0.14814814814814817,1.6666666666666667
2016-04-12,06:25:00,13.481481481481483,1.4772251756296295,0.18518518518518517,0.70370370370370361
2016-04-12,06:26:00,13.740740740740742,1.5181088999629628,0.14814814814814814,3.5925925925925921
2016-04-12,06:27:00,13.555555555555557,1.5151555670370371,0.14814814814814817,3.2222222222222219
2016-04-12,06:28:00,13.814814814814815,1.5530988838888888,0.1851851851851852,5.4074074074074074
2016-04-12,06:29:00,13.666666666666666,1.5233966531481482,0.14814814814814817,5.2222222222222223
2016-04-12,06:30:00,14.111111111111111,1.5806588972222222,0.14814814814814817,4.481481481481481
2016-04-12,06:31:00,14.296296296296294,1.6031051808888888,0.14814814814814817,4.1481481481481479
2016-04-12,06:32:00,14.962962962962964,1.6564577708518522,0.18518518518518517,3.5185185185185186
2016-04-12,06:33:00,14.592592592592592,1.6004325879629631,0.18518518518518517,3.8518518518518521
2016-04-12,06:34:00,14.185185185185183,1.5794588747037037,0.14814814814814817,3.0
2016-04-12,06:35:00,14.666666666666668,1.6045392464814814,0.18518518518518517,2.9629629629629632
2016-04-12,06:36:00,14.444444444444443,1.6289762832592589,0.18518518518518517,3.7037037037037028
