activity_date,activity_hour,calories,total_intensity,average_intensity,total_steps,time_stamp
2016-04-29,01:00:00,69.031249999999986,1.0312500000000004,0.0171875625,16.218749999999996,2016-04-29T01:00:00
2016-04-30,01:00:00,71.999999999999986,1.8666666666666669,0.031111166666666672,31.966666666666669,2016-04-30T01:00:00
2016-05-01,01:00:00,70.833333333333329,1.9000000000000004,0.031666700000000006,33.466666666666661,2016-05-01T01:00:00
2016-05-02,01:00:00,70.000000000000014,1.2413793103448276,0.020689689655172424,24.965517241379313,2016-05-02T01:00:00
2016-05-03,01:00:00,77.793103448275858,3.7241379310344827,0.062068965517241372,80.379310344827587,2016-05-03T01:00:00
2016-05-04,01:00:00,71.517241379310349,1.2413793103448278,0.020689620689655172,20.344827586206893,2016-05-04T01:00:00
2016-05-05,01:00:00,68.724137931034491,0.4827586206896553,0.0080460000000000028,7.3103448275862082,2016-05-05T01:00:00
2016-05-06,01:00:00,71.0689655172414,1.7586206896551728,0.029310379310344831,21.758620689655164,2016-05-06T01:00:00
2016-05-07,01:00:00,70.714285714285722,2.0357142857142851,0.033928607142857156,24.178571428571431,2016-05-07T01:00:00
2016-05-08,01:00:00,69.666666666666643,0.92592592592592593,0.01543211111111111,16.814814814814817,2016-05-08T01:00:00
2016-05-09,01:00:00,69.222222222222229,1.1481481481481479,0.01913581481481481,19.888888888888889,2016-05-09T01:00:00
2016-05-10,01:00:00,67.916666666666671,0.83333333333333326,0.013888916666666671,10.041666666666668,2016-05-10T01:00:00
2016-05-11,01:00:00,69.565217391304358,1.0434782608695652,0.017391391304347831,8.4347826086956523,2016-05-11T01:00:00
2016-05-12,01:00:00,67.26315789473685,0.63157894736842113,0.010526368421052631,7.7368421052631593,2016-05-12T01:00:00
2016-04-12,02:00:00,68.424242424242408,0.81818181818181823,0.013636363636363636,13.363636363636363,2016-04-12T02:00:00
2016-04-13,02:00:00,69.1212121212121,1.0606060606060603,0.017676787878787882,20.575757575757574,2016-04-13T02:00:00
2016-04-14,02:00:00,67.757575757575751,0.54545454545454541,0.0090909393939393943,7.3939393939393945,2016-04-14T02:00:00
2016-04-15,02:00:00,67.6969696969697,0.54545454545454564,0.0090909090909090922,8.8484848484848513,2016-04-15T02:00:00
2016-04-16,02:00:00,79.781250000000014,4.1875000000000018,0.069791718750000009,7.6562500000000009,2016-04-16T02:00:00
2016-04-17,02:00:00,73.093749999999986,2.28125,0.038020843750000005,74.21875,2016-04-17T02:00:00
2016-04-18,02:00:00,66.46875,0.125,0.0020833749999999997,1.8437499999999998,2016-04-18T02:00:00
2016-04-19,02:00:00,67.125,0.37500000000000006,0.00625,6.7812500000000009,2016-04-19T02:00:00
2016-04-20,02:00:00,67.5625,0.59375000000000022,0.009895843750000001,6.2187500000000009,2016-04-20T02:00:00
2016-04-21,02:00:00,67.624999999999972,0.78125000000000011,0.01302084375,11.031250000000002,2016-04-21T02:00:00
2016-04-22,02:00:00,68.875,0.90625,0.015104156249999997,27.281249999999993,2016-04-22T02:00:00
2016-04-23,02:00:00,68.249999999999986,0.8125,0.013541718750000003,18.46875,2016-04-23T02:00:00
2016-04-24,02:00:00,68.25,0.93750000000000044,0.015625000000000003,15.687500000000005,2016-04-24T02:00:00
2016-04-25,02:00:00,66.781250000000014,0.34375,0.0057292187500000008,4.03125,2016-04-25T02:00:00
2016-04-26,02:00:00,67.4375,0.50000000000000011,0.008333375,9.40625,2016-04-26T02:00:00
2016-04-27,02:00:00,68.5,0.9375,0.015625031249999994,14.8125,2016-04-27T02:00:00
2016-04-28,02:00:00,68.906249999999986,1.0625,0.017708343749999998,21.9375,2016-04-28T02:00:00
2016-04-29,02:00:00,67.96875,0.65625000000000011,0.01093753125,12.468749999999998,2016-04-29T02:00:00
2016-04-30,02:00:00,68.366666666666688,0.80000000000000027,0.013333366666666664,9.6666666666666661,2016-04-30T02:00:00
2016-05-01,02:00:00,71.59999999999998,2.1333333333333333,0.035555566666666663,50.966666666666676,2016-05-01T02:00:00
2016-05-02,02:00:00,69.3793103448276,0.93103448275862066,0.015517275862068965,19.72413793103448,2016-05-02T02:00:00
2016-05-03,02:00:00,72.206896551724157,1.5172413793103448,0.025287379310344828,8.6896551724137918,2016-05-03T02:00:00
2016-05-04,02:00:00,71.206896551724142,1.3448275862068966,0.0224138275862069,23.551724137931036,2016-05-04T02:00:00
2016-05-05,02:00:00,67.75862068965516,0.24137931034482765,0.0040230000000000005,3.4482758620689653,2016-05-05T02:00:00
2016-05-06,02:00:00,70.724137931034477,1.8620689655172413,0.031034482758620686,16.793103448275858,2016-05-06T02:00:00
2016-05-07,02:00:00,69.892857142857139,1.5714285714285716,0.026190464285714289,18.928571428571427,2016-05-07T02:00:00
2016-05-08,02:00:00,72.629629629629633,1.9629629629629624,0.032716074074074071,59.259259259259274,2016-05-08T02:00:00
2016-05-09,02:00:00,67.296296296296276,0.29629629629629628,0.0049382962962962965,1.925925925925926,2016-05-09T02:00:00
2016-05-10,02:00:00,68.208333333333329,0.79166666666666663,0.013194458333333336,16.333333333333336,2016-05-10T02:00:00
2016-05-11,02:00:00,68.347826086956545,0.65217391304347827,0.010869565217391304,5.3043478260869552,2016-05-11T02:00:00
2016-05-12,02:00:00,67.368421052631589,0.73684210526315785,0.012280736842105264,14.736842105263158,2016-05-12T02:00:00
2016-04-12,03:00:00,67.3030303030303,0.39393939393939392,0.0065656666666666676,6.8181818181818175,2016-04-12T03:00:00
2016-04-13,03:00:00,67.181818181818173,0.33333333333333326,0.0055556060606060586,3.1515151515151514,2016-04-13T03:00:00
2016-04-14,03:00:00,66.787878787878782,0.12121212121212122,0.0020202121212121219,0.7272727272727274,2016-04-14T03:00:00
2016-04-15,03:00:00,67.181818181818187,0.393939393939394,0.0065657272727272717,3.7878787878787885,2016-04-15T03:00:00
2016-04-16,03:00:00,68.375000000000014,0.53125000000000011,0.008854250000000001,6.125,2016-04-16T03:00:00
2016-04-17,03:00:00,67.500000000000014,0.5,0.0083333437500000013,8.5625000000000036,2016-04-17T03:00:00
2016-04-18,03:00:00,66.406249999999986,0.093750000000000014,0.00156253125,0.96874999999999989,2016-04-18T03:00:00
2016-04-19,03:00:00,66.781250000000014,0.31250000000000006,0.0052083437500000012,2.2499999999999991,2016-04-19T03:00:00
2016-04-20,03:00:00,66.625000000000014,0.15625000000000006,0.0026041562499999997,0.18750000000000006,2016-04-20T03:00:00
2016-04-21,03:00:00,66.53125,0.093750000000000028,0.0015625000000000003,3.5000000000000022,2016-04-21T03:00:00
2016-04-22,03:00:00,67.937499999999986,0.78125,0.013020843750000002,18.28125,2016-04-22T03:00:00
2016-04-23,03:00:00,68.093750000000028,0.8125,0.013541687500000002,13.96875,2016-04-23T03:00:00
2016-04-25,03:00:00,66.28125,0.031250000000000007,0.00052084375,0.21875000000000008,2016-04-25T03:00:00
2016-04-26,03:00:00,67.1875,0.53125000000000011,0.0088541562499999983,7.8437500000000027,2016-04-26T03:00:00
2016-04-27,03:00:00,66.843750000000014,0.31250000000000011,0.0052083437499999986,4.5,2016-04-27T03:00:00
2016-04-28,03:00:00,67.843750000000014,0.84375,0.014062499999999997,14.8125,2016-04-28T03:00:00
2016-04-29,03:00:00,66.5,0.18750000000000003,0.003125000000000001,2.09375,2016-04-29T03:00:00
2016-04-30,03:00:00,68.466666666666669,0.76666666666666672,0.012777799999999997,13.966666666666667,2016-04-30T03:00:00
2016-05-01,03:00:00,67.566666666666663,0.43333333333333335,0.0072222666666666678,3.6333333333333337,2016-05-01T03:00:00
2016-05-02,03:00:00,69.965517241379317,1.3448275862068966,0.022413793103448272,31.62068965517242,2016-05-02T03:00:00
2016-05-03,03:00:00,68.758620689655174,0.4827586206896553,0.0080459655172413769,7.8965517241379333,2016-05-03T03:00:00
2016-05-04,03:00:00,67.965517241379288,0.068965517241379309,0.0011494137931034483,1.3793103448275865,2016-05-04T03:00:00
2016-05-05,03:00:00,67.931034482758619,0.27586206896551735,0.0045977241379310347,2.1379310344827593,2016-05-05T03:00:00
2016-05-06,03:00:00,71.827586206896555,2.03448275862069,0.033908103448275856,20.137931034482758,2016-05-06T03:00:00
2016-05-07,03:00:00,67.642857142857139,0.28571428571428575,0.0047618928571428569,3.3571428571428572,2016-05-07T03:00:00
2016-05-08,03:00:00,67.851851851851862,0.51851851851851849,0.0086420000000000038,3.3333333333333335,2016-05-08T03:00:00
2016-05-09,03:00:00,67.333333333333314,0.22222222222222227,0.0037037407407407405,2.592592592592593,2016-05-09T03:00:00
2016-05-10,03:00:00,66.541666666666657,0.25000000000000006,0.004166708333333333,3.2916666666666665,2016-05-10T03:00:00
2016-05-11,03:00:00,67.65217391304347,0.21739130434782608,0.0036232608695652173,1.6521739130434783,2016-05-11T03:00:00
2016-05-12,03:00:00,66.421052631578959,0.21052631578947373,0.0035087894736842108,0.78947368421052622,2016-05-12T03:00:00
2016-04-12,04:00:00,67.7878787878788,0.39393939393939392,0.0065656666666666658,9.5757575757575761,2016-04-12T04:00:00
2016-04-13,04:00:00,69.242424242424249,1.0303030303030303,0.017171696969696972,21.969696969696965,2016-04-13T04:00:00
2016-04-14,04:00:00,67.9090909090909,0.48484848484848486,0.0080808484848484876,8.9696969696969688,2016-04-14T04:00:00
2016-04-15,04:00:00,67.9090909090909,0.484848484848485,0.0080808484848484859,8.0303030303030312,2016-04-15T04:00:00
2016-04-16,04:00:00,67.156249999999986,0.28125,0.0046875312499999981,3.3749999999999996,2016-04-16T04:00:00
2016-04-17,04:00:00,66.624999999999986,0.125,0.00208334375,2.125,2016-04-17T04:00:00
2016-04-18,04:00:00,67.375,0.40625,0.0067708437500000008,8.71875,2016-04-18T04:00:00
2016-04-19,04:00:00,67.59375,0.40624999999999994,0.00677084375,9.75,2016-04-19T04:00:00
2016-04-20,04:00:00,67.624999999999986,0.5,0.00833334375,8.6562500000000018,2016-04-20T04:00:00
2016-04-21,04:00:00,67.281250000000014,0.3125,0.00520834375,7.9375,2016-04-21T04:00:00
2016-04-22,04:00:00,68.03125,0.71875,0.011979156250000001,15.875,2016-04-22T04:00:00
2016-04-23,04:00:00,66.90625,0.28124999999999994,0.0046875,3.6874999999999996,2016-04-23T04:00:00
2016-04-25,04:00:00,67.624999999999986,0.53125000000000011,0.0088541875000000027,10.15625,2016-04-25T04:00:00
2016-04-26,04:00:00,66.9375,0.34375,0.0057291875,2.9687500000000009,2016-04-26T04:00:00
2016-04-27,04:00:00,67.03125,0.40625000000000006,0.006770875,5.59375,2016-04-27T04:00:00
2016-04-28,04:00:00,67.000000000000014,0.34374999999999994,0.0057291562500000007,4.8124999999999991,2016-04-28T04:00:00
2016-04-29,04:00:00,66.874999999999986,0.28125000000000006,0.0046875,5.46875,2016-04-29T04:00:00
2016-04-30,04:00:00,69.500000000000028,1.1666666666666667,0.019444433333333337,29.06666666666667,2016-04-30T04:00:00
2016-05-01,04:00:00,68.066666666666663,0.93333333333333368,0.01555556666666667,6.9000000000000012,2016-05-01T04:00:00
2016-05-02,04:00:00,72.034482758620683,2.1379310344827589,0.035632206896551721,47.413793103448278,2016-05-02T04:00:00
2016-05-03,04:00:00,73.517241379310363,1.6206896551724141,0.027011517241379311,50.03448275862069,2016-05-03T04:00:00
2016-05-04,04:00:00,70.724137931034491,0.86206896551724144,0.014367827586206897,17.758620689655171,2016-05-04T04:00:00
2016-05-05,04:00:00,69.103448275862064,0.68965517241379326,0.011494275862068968,13.068965517241379,2016-05-05T04:00:00
2016-05-06,04:00:00,71.41379310344827,1.5517241379310347,0.025862137931034482,30.03448275862069,2016-05-06T04:00:00
2016-05-07,04:00:00,67.892857142857153,0.35714285714285721,0.0059523928571428566,4.4999999999999991,2016-05-07T04:00:00
2016-05-08,04:00:00,68.555555555555543,0.851851851851852,0.014197555555555555,11.518518518518521,2016-05-08T04:00:00
2016-05-09,04:00:00,68.1111111111111,0.40740740740740744,0.0067901111111111122,10.296296296296296,2016-05-09T04:00:00
2016-05-10,04:00:00,67.874999999999986,0.50000000000000011,0.0083333333333333332,15.458333333333336,2016-05-10T04:00:00
2016-05-11,04:00:00,69.739130434782609,0.86956521739130432,0.014492782608695654,19.130434782608695,2016-05-11T04:00:00
2016-05-12,04:00:00,67.444444444444457,0.5,0.008333333333333335,4.8888888888888884,2016-05-12T04:00:00
2016-04-12,05:00:00,85.484848484848484,5.9393939393939394,0.098989909090909087,10.212121212121213,2016-04-12T05:00:00
2016-04-13,05:00:00,85.848484848484844,6.0606060606060614,0.10101012121212122,13.666666666666664,2016-04-13T05:00:00
2016-04-14,05:00:00,88.48484848484847,7.0,0.11666666666666667,21.636363636363637,2016-04-14T05:00:00
2016-04-15,05:00:00,74.121212121212139,2.5151515151515151,0.041919242424242421,60.787878787878782,2016-04-15T05:00:00
2016-04-16,05:00:00,67.343750000000014,0.59375,0.0098958437500000027,8.9687499999999982,2016-04-16T05:00:00
2016-04-17,05:00:00,66.84375,0.28124999999999994,0.00468753125,2.5624999999999996,2016-04-17T05:00:00
2016-04-18,05:00:00,85.59375,6.03125,0.100520875,11.500000000000005,2016-04-18T05:00:00
2016-04-19,05:00:00,91.375000000000014,8.0937499999999964,0.134895875,64.281250000000014,2016-04-19T05:00:00
2016-04-20,05:00:00,90.75,7.9687500000000009,0.1328125625,50.062499999999993,2016-04-20T05:00:00
2016-04-21,05:00:00,88.343749999999986,6.7499999999999991,0.11249999999999999,27.8125,2016-04-21T05:00:00
2016-04-22,05:00:00,88.499999999999986,7.1562500000000009,0.11927084375,39.156250000000014,2016-04-22T05:00:00
2016-04-23,05:00:00,66.843750000000014,0.28125,0.0046875000000000007,4.4374999999999991,2016-04-23T05:00:00
2016-04-25,05:00:00,89.750000000000014,7.5937500000000009,0.12656253124999997,38.375,2016-04-25T05:00:00
2016-04-26,05:00:00,82.343749999999986,6.03125,0.10052090625000001,131.81250000000003,2016-04-26T05:00:00
2016-04-27,05:00:00,70.281249999999986,1.4999999999999998,0.02500003125,24.84375,2016-04-27T05:00:00
2016-04-28,05:00:00,74.687499999999986,3.0000000000000009,0.050000031249999993,77.9375,2016-04-28T05:00:00
2016-04-29,05:00:00,71.312499999999986,2.0312500000000004,0.033854156249999989,37.406250000000007,2016-04-29T05:00:00
2016-04-30,05:00:00,68.73333333333332,0.90000000000000013,0.015000000000000001,16.400000000000006,2016-04-30T05:00:00
2016-05-01,05:00:00,70.3,2.100000000000001,0.035,62.566666666666691,2016-05-01T05:00:00
2016-05-02,05:00:00,92.2413793103448,8.10344827586207,0.13505744827586205,45.310344827586214,2016-05-02T05:00:00
2016-05-03,05:00:00,104.58620689655172,11.13793103448276,0.18563220689655174,133.03448275862067,2016-05-03T05:00:00
2016-05-04,05:00:00,74.034482758620683,2.3103448275862073,0.038505758620689653,52.379310344827594,2016-05-04T05:00:00
2016-05-05,05:00:00,96.931034482758633,9.655172413793105,0.16091955172413794,113.27586206896552,2016-05-05T05:00:00
2016-05-06,05:00:00,100.24137931034483,10.517241379310345,0.1752873793103448,112.37931034482763,2016-05-06T05:00:00
2016-05-07,05:00:00,68.75,0.71428571428571441,0.011904785714285717,12.285714285714283,2016-05-07T05:00:00
2016-05-08,05:00:00,67.555555555555557,0.40740740740740755,0.0067901851851851856,1.2222222222222225,2016-05-08T05:00:00
2016-05-09,05:00:00,93.037037037037038,8.0,0.13333337037037038,32.888888888888893,2016-05-09T05:00:00
2016-05-10,05:00:00,100.95833333333334,11.25,0.18749999999999997,97.083333333333343,2016-05-10T05:00:00
2016-05-11,05:00:00,98.652173913043455,10.086956521739131,0.16811595652173916,48.434782608695649,2016-05-11T05:00:00
2016-05-12,05:00:00,67.833333333333343,0.83333333333333348,0.013888888888888895,23.611111111111107,2016-05-12T05:00:00
2016-04-12,06:00:00,88.242424242424235,8.0000000000000018,0.13333333333333333,152.84848484848487,2016-04-12T06:00:00
2016-04-13,06:00:00,80.8181818181818,5.1212121212121211,0.085353575757575767,150.15151515151516,2016-04-13T06:00:00
2016-04-14,06:00:00,95.272727272727266,10.454545454545453,0.17424242424242425,216.57575757575759,2016-04-14T06:00:00
2016-04-15,06:00:00,90.393939393939391,8.3939393939393963,0.1398990303030303,195.48484848484844,2016-04-15T06:00:00
2016-04-16,06:00:00,76.687499999999986,4.0000000000000009,0.06666665625,94.718749999999972,2016-04-16T06:00:00
2016-04-17,06:00:00,75.781249999999986,3.8749999999999996,0.06458334375,52.15625,2016-04-17T06:00:00
2016-04-18,06:00:00,76.843750000000014,4.5000000000000009,0.07500003125,90.406250000000014,2016-04-18T06:00:00
2016-04-19,06:00:00,85.312500000000043,6.9687500000000009,0.11614587500000001,186.99999999999994,2016-04-19T06:00:00
2016-04-20,06:00:00,87.21875,8.0000000000000018,0.13333331250000002,190.62499999999997,2016-04-20T06:00:00
2016-04-21,06:00:00,97.312500000000014,11.6875,0.19479168750000003,240.49999999999997,2016-04-21T06:00:00
2016-04-22,06:00:00,101.59374999999997,13.093750000000002,0.21822921875000006,194.25,2016-04-22T06:00:00
2016-04-23,06:00:00,70.90625,2.15625,0.03593753125,39.937499999999986,2016-04-23T06:00:00
2016-04-24,06:00:00,70.9375,1.9375000000000004,0.03229165625,43.218750000000007,2016-04-24T06:00:00
2016-04-25,06:00:00,91.84375,9.625,0.16041668750000002,191.875,2016-04-25T06:00:00
2016-04-26,06:00:00,99.40625,12.187499999999996,0.203125,335.34375,2016-04-26T06:00:00
2016-04-27,06:00:00,99.468750000000014,12.625,0.2104166875,220.12499999999997,2016-04-27T06:00:00
2016-04-28,06:00:00,97.65625,12.500000000000002,0.20833337499999996,315.71875000000006,2016-04-28T06:00:00
2016-04-29,06:00:00,94.870967741935488,10.580645161290322,0.17634403225806453,235.99999999999997,2016-04-29T06:00:00
2016-04-30,06:00:00,72.63333333333334,2.5999999999999996,0.043333300000000005,62.166666666666664,2016-04-30T06:00:00
2016-05-01,06:00:00,75.166666666666686,4.2666666666666666,0.07111113333333334,135.59999999999994,2016-05-01T06:00:00
2016-05-02,06:00:00,95.41379310344827,11.034482758620689,0.1839080689655172,214.48275862068968,2016-05-02T06:00:00
2016-05-03,06:00:00,93.3448275862069,8.655172413793105,0.14425293103448275,287.96551724137936,2016-05-03T06:00:00
2016-05-04,06:00:00,83.758620689655174,5.7586206896551717,0.095977034482758614,140.24137931034485,2016-05-04T06:00:00
2016-05-05,06:00:00,94.241379310344826,10.448275862068964,0.17413793103448272,322.0344827586207,2016-05-05T06:00:00
2016-05-06,06:00:00,95.103448275862092,12.172413793103448,0.20287355172413796,343.31034482758616,2016-05-06T06:00:00
2016-05-07,06:00:00,71.857142857142861,2.1785714285714288,0.036309535714285711,49.714285714285715,2016-05-07T06:00:00
2016-05-08,06:00:00,68.7037037037037,1.0370370370370374,0.017284,17.111111111111107,2016-05-08T06:00:00
2016-05-09,06:00:00,89.740740740740719,9.4074074074074083,0.1567901851851852,222.92592592592592,2016-05-09T06:00:00
2016-05-10,06:00:00,97.375,10.708333333333332,0.17847220833333335,233.41666666666669,2016-05-10T06:00:00
2016-05-11,06:00:00,96.521739130434781,10.217391304347824,0.1702898260869565,215.82608695652178,2016-05-11T06:00:00
2016-05-12,06:00:00,82.2777777777778,6.4444444444444455,0.1074073888888889,150.2777777777778,2016-05-12T06:00:00
2016-04-12,07:00:00,100.72727272727273,14.363636363636365,0.23939393939393946,409.45454545454561,2016-04-12T07:00:00
2016-04-13,07:00:00,94.181818181818187,10.333333333333336,0.17222215151515147,311.99999999999994,2016-04-13T07:00:00
2016-04-14,07:00:00,96.454545454545467,11.84848484848485,0.19747475757575753,359.48484848484844,2016-04-14T07:00:00
2016-04-15,07:00:00,103.66666666666669,12.969696969696969,0.21616163636363639,419.93939393939388,2016-04-15T07:00:00
2016-04-16,07:00:00,99.781250000000028,13.4375,0.22395840625000002,317.84375000000006,2016-04-16T07:00:00
2016-04-17,07:00:00,87.96875,6.9062500000000018,0.11510418750000001,162.46875,2016-04-17T07:00:00
2016-04-18,07:00:00,96.156249999999986,10.937500000000002,0.18229156249999998,301.03125000000006,2016-04-18T07:00:00
2016-04-19,07:00:00,98.15625,12.21875,0.20364584374999997,413.0,2016-04-19T07:00:00
2016-04-20,07:00:00,101.68749999999999,13.59375,0.2265625,363.46875000000006,2016-04-20T07:00:00
2016-04-21,07:00:00,93.406250000000014,10.093750000000002,0.16822918750000002,262.06249999999994,2016-04-21T07:00:00
2016-04-22,07:00:00,99.937499999999986,13.71875,0.228645875,403.1875,2016-04-22T07:00:00
2016-04-23,07:00:00,77.374999999999986,4.90625,0.0817708125,74.750000000000014,2016-04-23T07:00:00
2016-04-24,07:00:00,76.906249999999986,4.8437499999999991,0.08072921875,86.6875,2016-04-24T07:00:00
2016-04-25,07:00:00,102.53125,14.40625,0.24010415625000003,453.09374999999994,2016-04-25T07:00:00
2016-04-26,07:00:00,90.812500000000014,8.8749999999999982,0.1479166875,282.56250000000006,2016-04-26T07:00:00
2016-04-27,07:00:00,95.906250000000014,11.187500000000004,0.186458375,254.4375,2016-04-27T07:00:00
2016-04-28,07:00:00,97.562499999999986,12.000000000000002,0.2,324.9375,2016-04-28T07:00:00
2016-04-29,07:00:00,102.83870967741935,14.29032258064516,0.23817193548387097,401.32258064516128,2016-04-29T07:00:00
2016-04-30,07:00:00,85.6,7.8000000000000016,0.13,175.26666666666659,2016-04-30T07:00:00
2016-05-01,07:00:00,85.6,8.8999999999999986,0.14833333333333337,343.33333333333337,2016-05-01T07:00:00
2016-05-02,07:00:00,101.27586206896554,12.517241379310345,0.20862068965517241,357.13793103448273,2016-05-02T07:00:00
2016-05-03,07:00:00,101.75862068965519,13.344827586206897,0.22241379310344825,419.103448275862,2016-05-03T07:00:00
2016-05-04,07:00:00,90.3793103448276,8.4482758620689644,0.14080462068965521,227.82758620689657,2016-05-04T07:00:00
2016-05-05,07:00:00,98.000000000000014,12.689655172413792,0.21149424137931033,362.0,2016-05-05T07:00:00
2016-05-06,07:00:00,109.86206896551724,14.448275862068964,0.24080462068965516,424.51724137931029,2016-05-06T07:00:00
2016-05-07,07:00:00,82.321428571428555,6.5714285714285712,0.10952382142857145,175.92857142857147,2016-05-07T07:00:00
2016-05-08,07:00:00,79.629629629629633,5.481481481481481,0.091358074074074064,134.81481481481478,2016-05-08T07:00:00
